Latitude,Longitude
37.38227426,-122.02482852
37.37910856,-122.03083428
37.37618783,-122.01695356
37.38456408,-122.02230929
37.38321,-122.03122
37.38696,-122.0298
37.37691287,-122.01854571
37.38321,-122.03122
37.38746346,-122.02662383
37.38266,-122.02073
37.38441,-122.03089
37.37740385,-122.01504767
37.38408238,-122.02855714
37.38503382,-122.02625101
37.38435,-122.019
37.38461249,-122.02394026
37.38696,-122.0298
37.38644333,-122.02738236
37.38491,-122.01875
37.38358476,-122.02049495
37.37948,-122.03203
37.38696,-122.0298
37.38416,-122.01793
37.38321,-122.03122
37.38554357,-122.02094703
37.38321,-122.03122
37.38696,-122.0298
37.37633998,-122.01689998
37.38696,-122.0298
37.37858547,-122.0161545
37.38253,-122.02925
37.38442,-122.03094
37.38256,-122.03155
37.38321,-122.03122
37.38086,-122.02959
37.38253,-122.02925
37.38503368,-122.02914085
37.38696,-122.0298
37.38696,-122.0298
37.38274193,-122.02256761
37.38321,-122.03122
37.38404714,-122.02250436
37.38433,-122.02067
37.38217224,-122.02595822
37.38696,-122.0298
37.3814545,-122.02888829
37.38253,-122.02925
37.3810468,-122.0223717
37.38321,-122.03122
37.37659,-122.01426
37.38544,-122.01977
37.38222733,-122.03216433
37.38696,-122.0298
37.38333713,-122.01993945
37.3860932,-122.02083484
37.38221297,-122.03208966
37.37639212,-122.01767214
37.3842,-122.01827
37.38696,-122.0298
37.38544,-122.01977
37.38587852,-122.02097279
37.38696,-122.0298
37.38457,-122.02005
37.3850738,-122.02785569
37.37772167,-122.01390238
37.38577071,-122.02842001
37.37854569,-122.01802215
37.38253,-122.02925
37.37906284,-122.01729858
37.38447,-122.03144
37.38567,-122.0209
37.38321,-122.03122
37.38159,-122.03186
37.38147019,-122.02893321
37.38162387,-122.02915673
37.38298048,-122.02330571
37.38696,-122.0298
37.37795142,-122.01876927
37.38397,-122.01834
37.38025666,-122.03154188
37.38641,-122.02871
37.38518,-122.03038
37.38696,-122.0298
37.38513,-122.02473
37.38696,-122.0298
37.38435,-122.019
37.38450714,-122.02802712
37.38414,-122.01978
37.38394452,-122.0209499
37.38327951,-122.022279
37.38413725,-122.02413714
37.37980625,-122.0294217
37.38049577,-122.03254238
37.38544,-122.01977
37.38641273,-122.02650277
37.38253,-122.02925
37.38513,-122.03139
37.38696,-122.0298
37.38592284,-122.02023138
37.38159,-122.03186
37.37736498,-122.01911143
37.38336287,-122.02273007
37.38518,-122.03038
37.38421215,-122.02924892
37.37929,-122.02729
37.3776,-122.0185
37.38696,-122.0298
37.38253,-122.02925
37.37962,-122.02883
37.38195,-122.03332
37.38696,-122.0298
37.38379,-122.02574
37.38518,-122.03038
37.38696,-122.0298
37.37967585,-122.03100887
37.38056,-122.02923
37.38439,-122.02461
37.38696,-122.0298
37.3846,-122.02058
37.38827,-122.03026
37.38544,-122.01977
37.38253,-122.02925
37.38321,-122.03122
37.37874605,-122.01901251
37.38253,-122.02925
37.38025997,-122.02679148
37.38529,-122.01923
37.38696,-122.0298
37.38163857,-122.02392618
37.38222446,-122.03225335
37.38696,-122.0298
37.38227,-122.033
37.38409,-122.01956
37.38253,-122.02925
37.38398,-122.01845
37.38321,-122.03122
37.38025402,-122.0266154
37.38654445,-122.02512132
37.37919355,-122.03024887
37.38671,-122.02223
37.38468,-122.03117
37.38312575,-122.02041866
37.38573239,-122.02604957
37.38227328,-122.03191162
37.38425,-122.01853
37.38402,-122.02604
37.38680663,-122.02422798
37.38147926,-122.0251128
37.38256,-122.03155
37.38518,-122.03038
37.38518,-122.03038
37.37986331,-122.03110878
37.38253,-122.02925
37.38408,-122.02143
37.38518,-122.03038
37.38351998,-122.02337281
37.38253,-122.02925
37.38256,-122.03155
37.38321,-122.03122
37.37794426,-122.01855716
37.37929,-122.02729
37.38253,-122.02925
37.38696,-122.0298
37.38696,-122.0298
37.38477,-122.02052
37.38321,-122.03122
37.38253,-122.02925
37.38600068,-122.02530905
37.38019,-122.0286
37.38840427,-122.02731714
37.38696,-122.0298
37.38362759,-122.0198485
37.38253,-122.02925
37.37962,-122.02883
37.37920429,-122.03077288
37.37957283,-122.02957833
37.38197,-122.0356
37.38537,-122.02033
37.38696,-122.0298
37.38544,-122.01977
37.38696,-122.0298
37.38789926,-122.02576571
37.38518,-122.03038
37.38253,-122.02925
37.38061713,-122.03258474
37.38504,-122.03084
37.38518,-122.03038
37.38696,-122.0298
37.38696,-122.0298
37.3844,-122.01922
37.38518,-122.03038
37.38506,-122.01764
37.38831,-122.02718569
37.38149,-122.02854
37.38256,-122.03155
37.38256,-122.03155
37.38127,-122.03035
37.38696,-122.0298
37.38506,-122.01764
37.38629405,-122.02105972
37.37871358,-122.01724928
37.38253,-122.02925
37.38253,-122.02925
37.38095,-122.03135
37.38092,-122.02911
37.38441,-122.02133
37.38088572,-122.02242873
37.38651856,-122.02500156
37.37792023,-122.01639473
37.3796233,-122.03237999
37.38614844,-122.02660419
37.38524,-122.0227
37.38518,-122.03038
37.37746,-122.01784
37.38369858,-122.01970571
37.384,-122.01912
37.38253,-122.02925
37.3853138,-122.026886
37.38182677,-122.02334751
37.38433,-122.02067
37.38696,-122.0298
37.38425,-122.02031
37.38449224,-122.03459558
37.38718168,-122.024688
37.38253,-122.02925
37.38696,-122.0298
37.38696,-122.0298
37.38321,-122.03122
37.38253,-122.02925
37.37991546,-122.0298981
37.38696,-122.0298
37.38253,-122.02925
37.38172439,-122.02205582
37.37728068,-122.01861929
37.38568045,-122.02151565
37.38321,-122.03122
37.38321,-122.03122
37.38381119,-122.02427402
37.38253,-122.02925
37.38696,-122.0298
37.38321,-122.03122
37.3787,-122.02891
37.38536,-122.02445
37.38767833,-122.02697818
37.38756571,-122.02787925
37.38449,-122.03096
37.38148,-122.03136
37.38696,-122.0298
37.38696,-122.0298
37.3846,-122.02058
37.38544,-122.01977
37.38696,-122.0298
37.37929,-122.02729
37.38253,-122.02925
37.38696,-122.0298
37.38253,-122.02925
37.37962,-122.02883
37.38253,-122.02925
37.38040146,-122.03186715
37.38652,-122.0218
37.38217,-122.03631
37.3781724,-122.01796666
37.38696,-122.0298
37.38253,-122.02925
37.38253,-122.02925
37.38253,-122.02925
37.38696,-122.0298
37.38253,-122.02925
37.38484476,-122.02218344
37.3851,-122.03102
37.37722784,-122.01846143
37.38628178,-122.02655895
37.38138,-122.03005
37.38560334,-122.02607624
37.38253,-122.02925
37.38696,-122.0298
37.38518,-122.03038
37.38696,-122.0298
37.38278357,-122.02255571
37.38197292,-122.0187542
37.38477,-122.02052
37.38169,-122.03238
37.3799648,-122.03189283
37.38721143,-122.02756573
37.38696,-122.0298
37.38345525,-122.01917626
37.38166728,-122.02217063
37.38380082,-122.02210495
37.38159,-122.03186
37.38786952,-122.02770858
37.38253,-122.02925
37.38177,-122.02862
37.38696,-122.0298
37.38583141,-122.02074864
37.38253,-122.02925
37.38321,-122.03122
37.38696,-122.0298
37.38587262,-122.02597458
37.38433,-122.02067
37.38696,-122.0298
37.38233,-122.01854
37.38403785,-122.02778429
37.38078105,-122.02387418
37.38253,-122.02925
37.38253,-122.02925
37.38696,-122.0298
37.38031483,-122.02025204
37.38518,-122.03038
37.38400333,-122.0251457
37.38253,-122.02925
37.38056,-122.02923
37.38321,-122.03122
37.38457,-122.02005
37.38518,-122.03038
37.38451141,-122.02916523
37.38567,-122.0209
37.38571713,-122.02806644
37.38696,-122.0298
37.38256,-122.03155
37.3877406,-122.02653442
37.38067355,-122.02285194
37.38244328,-122.01997143
37.38529,-122.01923
37.38253,-122.02925
37.38367748,-122.02206643
37.38387,-122.01794
37.38498,-122.02747
37.38170713,-122.0254786
37.38696,-122.0298
37.38273301,-122.02230914
37.38518,-122.03038
37.38787465,-122.02648502
37.38177,-122.02862
37.38169,-122.03238
37.38081,-122.03068
37.38104139,-122.0268757
37.38671071,-122.02730426
37.37733284,-122.01895571
37.38518,-122.03038
37.38256,-122.03155
37.3848519,-122.02229527
37.38754357,-122.02701093
37.38518,-122.03038
37.38253,-122.02925
37.37803716,-122.01729428
37.38253,-122.02925
37.38547237,-122.02770379
37.37723643,-122.01661068
37.38321,-122.03122
37.38518,-122.03038
37.38256,-122.03155
37.38169,-122.03238
37.38518,-122.03038
37.38253,-122.02925
37.37978879,-122.0299726
37.38276284,-122.02768853
37.38696,-122.0298
37.38117,-122.03181
37.38212159,-122.03218839
37.38696,-122.0298
37.37507836,-122.01542631
37.38440569,-122.02862881
37.38347,-122.02585
37.38395,-122.02569
37.38696,-122.0298
37.38696,-122.0298
37.38445,-122.03078
37.3801265,-122.02980424
37.3844,-122.01922
37.38529,-122.01923
37.38127,-122.03035
37.38533476,-122.0261691
37.38696,-122.0298
37.38148,-122.03136
37.37929428,-122.02817963
37.38544,-122.01977
37.38321,-122.03122
37.38431,-122.01878
37.37960428,-122.0306386
37.38599421,-122.02461315
37.38250875,-122.03223755
37.38395,-122.0189
37.38256938,-122.03236165
37.37843712,-122.01752857
37.38518,-122.03038
37.38529,-122.01923
37.38253,-122.02925
37.38457,-122.02005
37.38321,-122.03122
37.38253,-122.02925
37.38696,-122.0298
37.38321,-122.03122
37.38544,-122.01977
37.38579643,-122.02073722
37.38248865,-122.03206525
37.38652,-122.0218
37.38419,-122.02004
37.38077,-122.02793
37.38217,-122.03631
37.38518,-122.03038
37.37937284,-122.01883855
37.38418283,-122.02320968
37.38696,-122.0298
37.38266,-122.02073
37.38103,-122.03169
37.38321,-122.03122
37.38696,-122.0298
37.38384,-122.02517
37.37929,-122.02729
37.38425286,-122.02942357
37.3845681,-122.021681
37.38256,-122.03155
37.38509,-122.02041
37.38395,-122.0189
37.38696,-122.0298
37.38501523,-122.0282962
37.38026238,-122.02790101
37.3842,-122.01827
37.38397238,-122.02419725
37.38321,-122.03122
37.38059239,-122.02830475
37.37905644,-122.0189207
37.38116,-122.02932
37.38696,-122.0298
37.37707428,-122.01780285
37.38425,-122.01853
37.38253,-122.02925
37.38473405,-122.02131232
37.38223704,-122.01867425
37.38819999,-122.02685499
37.38096,-122.0321
37.38529,-122.01923
37.38696,-122.0298
37.38416,-122.01793
37.38675808,-122.02398522
37.38321,-122.03122
37.38674108,-122.02475314
37.38063429,-122.02291714
37.38652,-122.0218
37.38095,-122.03135
37.38444238,-122.02403952
37.38457,-122.02005
37.38321,-122.03122
37.38253,-122.02925
37.38416,-122.01793
37.38386,-122.0261
37.38019,-122.0286
37.38321,-122.03122
37.38414,-122.01978
37.37929,-122.02729
37.38253,-122.02925
37.38441,-122.02133
37.38457,-122.02005
37.38253,-122.02925
37.38035844,-122.03075346
37.38493317,-122.01859736
37.3854538,-122.026836
37.3808251,-122.02857651
37.38266,-122.02073
37.3856673,-122.0243445
37.38177,-122.02862
37.38696,-122.0298
37.38132,-122.0306
37.38474,-122.01823
37.38023,-122.03286
37.38696,-122.0298
37.38256,-122.03155
37.38416287,-122.02257428
37.38819,-122.02761
37.38696,-122.0298
37.38696,-122.0298
37.38253,-122.02925
37.38253,-122.02925
37.38120807,-122.0224132
37.385975,-122.02797716
37.38696,-122.0298
37.38603142,-122.02753093
37.38253,-122.02925
37.38563904,-122.02848808
37.3844,-122.01922
37.38056,-122.02923
37.38724724,-122.02625136
37.38696,-122.0298
37.38696,-122.0298
37.3861619,-122.02749235
37.38256,-122.03155
37.38518,-122.03038
37.38155381,-122.02550718
37.38518,-122.03038
37.38518,-122.03038
37.38623621,-122.02230576
37.38518,-122.03038
37.38322381,-122.01925959
37.37929,-122.02729
37.38253,-122.02925
37.38696,-122.0298
37.38192,-122.03504
37.38123,-122.02961
37.3782857,-122.01828714
37.38696,-122.0298
37.38316001,-122.02056857
37.38522134,-122.0286324
37.38359,-122.01804
37.38128,-122.02811
37.38443284,-122.02303664
37.38696,-122.0298
37.38253,-122.02925
37.38425,-122.01853
37.37963096,-122.03272664
37.38518,-122.03038
37.38253,-122.02925
37.38696,-122.0298
37.38208,-122.03092
37.38056,-122.02923
37.38312335,-122.02165053
37.38518,-122.03038
37.3825243,-122.01948649
37.38579284,-122.02027138
37.38377,-122.0184
37.38518,-122.03038
37.38253,-122.02925
37.38528,-122.02407
37.38500039,-122.01857892
37.38122,-122.0301
37.38471712,-122.02838142
37.38253,-122.02925
37.38495,-122.03108
37.38181121,-122.03047391
37.38253,-122.02925
37.37488,-122.01444
37.38696,-122.0298
37.38696,-122.0298
37.38601143,-122.0259253
37.38214907,-122.0195795
37.38503,-122.03078
37.38467952,-122.0227846
37.3797,-122.03285
37.3819543,-122.02732098
37.38696,-122.0298
37.38682907,-122.02635134
37.38465,-122.03085
37.38518,-122.03038
37.38317427,-122.02121229
37.38577666,-122.02197813
37.38696,-122.0298
37.38696,-122.0298
37.38529,-122.01923
37.38286799,-122.02116309
37.38509,-122.02041
37.38696,-122.0298
37.38464,-122.03078
37.38509,-122.02041
37.38696,-122.0298
37.38676501,-122.02687857
37.38696,-122.0298
37.38529,-122.01923
37.38527,-122.02103
37.38120234,-122.02303944
37.37999906,-122.02800384
37.38494904,-122.02376096
37.38128606,-122.02291294
37.38321,-122.03122
37.38153361,-122.02902336
37.38696,-122.0298
37.38321,-122.03122
37.38490237,-122.02359666
37.38248004,-122.03193746
37.38652,-122.0218
37.38445,-122.01944
37.38450381,-122.02644244
37.38881,-122.0292
37.38253,-122.02925
37.38387431,-122.02254721
37.38087,-122.02367
37.38169,-122.03238
37.37949498,-122.03073143
37.38517,-122.02273
37.38321,-122.03122
37.38709335,-122.02558957
37.38041,-122.02959
37.38544,-122.01977
37.38191,-122.02857
37.38696,-122.0298
37.38611714,-122.02795572
37.38256,-122.03155
37.38490952,-122.02790378
37.38696,-122.0298
37.38185,-122.03506
37.38696,-122.0298
37.38163,-122.03203
37.38486857,-122.02834335
37.38696,-122.0298
37.384039,-122.03312721
37.38696,-122.0298
37.38477,-122.02052
37.38696,-122.0298
37.38561618,-122.02764284
37.38188,-122.03505
37.38321,-122.03122
37.37956666,-122.03123899
37.38407571,-122.02674711
37.38253,-122.02925
37.38696,-122.0298
37.38237953,-122.03229642
37.38518,-122.03038
37.38253,-122.02925
37.38491,-122.01875
37.38087,-122.02367
37.3765507,-122.01852499
37.38242286,-122.01900783
37.38208,-122.03092
37.38170429,-122.0274243
37.38416502,-122.02907178
37.38188056,-122.03002405
37.38253,-122.02925
37.38548,-122.02502
37.38159289,-122.02900464
37.38332045,-122.02117038
37.37879711,-122.01918929
37.38328145,-122.0203758
37.38494,-122.03128
37.38408,-122.02143
37.38491,-122.01875
37.38253,-122.02925
37.38253,-122.02925
37.38476287,-122.02634435
37.37776141,-122.01776213
37.38696,-122.0298
37.38449,-122.01966
37.38388,-122.02151
37.38197863,-122.01883701
37.38518,-122.03038
37.38256,-122.03155
37.37584,-122.01448
37.38696,-122.0298
37.38253,-122.02925
37.38860714,-122.02796572
37.38696,-122.0298
37.38321,-122.03122
37.38321,-122.03122
37.38518,-122.03038
37.38086915,-122.02431979
37.38696,-122.0298
37.38433,-122.02067
37.38138858,-122.02349666
37.38113621,-122.03219592
37.38268,-122.02189
37.38544761,-122.0290043
37.38597718,-122.02117649
37.38696,-122.0298
37.38625315,-122.02482677
37.38253,-122.02925
37.38056,-122.02923
37.38253,-122.02925
37.38441,-122.02133
37.38345624,-122.03330551
37.3807864,-122.02371833
37.38393106,-122.01801398
37.37622857,-122.017435
37.38696,-122.0298
37.38405,-122.01934
37.38169,-122.03238
37.38680986,-122.02466898
37.38187857,-122.02801761
37.38696,-122.0298
37.3848838,-122.01861699
37.38321,-122.03122
37.38434929,-122.02363595
37.38518,-122.03038
37.38048,-122.02861
37.3850338,-122.026976
37.38556,-122.0254
37.38696,-122.0298
37.38738763,-122.02549195
37.38100523,-122.02295809
37.38253,-122.02925
37.3789,-122.02844
37.38057476,-122.0225492
37.38256,-122.03155
37.38229778,-122.02591994
37.38349858,-122.02272147
37.38433,-122.02067
37.38414,-122.01978
37.38696,-122.0298
37.38489854,-122.03130099
37.38523405,-122.02227354
37.38696,-122.0298
37.38641953,-122.02578816
37.38253,-122.02925
37.38321,-122.03122
37.38207762,-122.02537096
37.3862874,-122.02172296
37.38169,-122.03238
37.37889,-122.02831
37.38518,-122.03038
37.38798,-122.02816
37.38116068,-122.02504167
37.3775,-122.01701
37.38055189,-122.03218335
37.38696,-122.0298
37.37805428,-122.01635187
37.3844,-122.03085
37.38315428,-122.01876712
37.386839,-122.02434126
37.38518,-122.03038
37.38297048,-122.02210726
37.3850957,-122.0286857
37.38451718,-122.02160723
37.38132,-122.0306
37.38696,-122.0298
37.38416632,-122.02174771
37.38103,-122.02476
37.37867928,-122.01660358
37.37755358,-122.01835855
37.38054,-122.03483
37.38696,-122.0298
37.38518,-122.03137
37.38504,-122.03124
37.38518,-122.03038
37.38394524,-122.03371193
37.38463,-122.03119
37.38536881,-122.0222383
37.38616191,-122.02183433
37.38157179,-122.02210652
37.38221411,-122.02594299
37.38256,-122.03155
37.38253,-122.02925
37.38656998,-122.022285
37.38487,-122.03077
37.38518,-122.03038
37.38256,-122.03155
37.38696,-122.0298
37.38518,-122.03038
37.38696,-122.0298
37.38253,-122.02925
37.38477,-122.02052
37.38253,-122.02925
37.38026093,-122.03097402
37.38423426,-122.02723364
37.38321,-122.03122
37.38529,-122.01923
37.37671785,-122.01675713
37.38529,-122.01923
37.38102,-122.0264
37.38696,-122.0298
37.38506,-122.01764
37.38253,-122.02925
37.38474,-122.01823
37.38696,-122.0298
37.38514,-122.03121
37.38105,-122.03015
37.38696,-122.0298
37.38346907,-122.0220429
37.38696,-122.0298
37.37929,-122.02729
37.38457,-122.02005
37.38696,-122.0298
37.38517666,-122.02909799
37.38234426,-122.01914427
37.38529,-122.01923
37.38696,-122.0298
37.38554856,-122.02725764
37.37988381,-122.03157284
37.38518,-122.03038
37.38448,-122.03124
37.38430143,-122.02255999
37.38224,-122.01978
37.38696,-122.0298
37.38253,-122.02925
37.38149,-122.02854
37.38256,-122.03155
37.38253,-122.02925
37.38090479,-122.02769074
37.38552,-122.02521
37.37944564,-122.03218584
37.38529,-122.01923
37.38526,-122.02738
37.37584,-122.01448
37.37929,-122.02729
37.38573046,-122.02672125
37.38489,-122.03129
37.3822101,-122.03217007
37.38253,-122.02925
37.38133385,-122.01880728
37.38696,-122.0298
37.38253,-122.02925
37.38253,-122.02925
37.38628429,-122.02583577
37.38698286,-122.02565812
37.38246,-122.01849
37.38321,-122.03122
37.38696,-122.0298
37.38696,-122.0298
37.38518,-122.03038
37.37929,-122.02729
37.38548137,-122.01862069
37.384,-122.01912
37.38321,-122.03122
37.37584,-122.01448
37.38172189,-122.02256905
37.38409,-122.01956
37.38253,-122.02925
37.38173748,-122.02214326
37.38253,-122.02925
37.38405,-122.01934
37.38856855,-122.02780857
37.38358259,-122.02106016
37.37993,-122.02943
37.37885073,-122.01791642
37.38696,-122.0298
37.38260955,-122.01997909
37.37883,-122.01603
37.38321,-122.03122
37.38092,-122.02911
37.38533999,-122.02774284
37.38291571,-122.0275857
37.38253,-122.02925
37.38488998,-122.02935619
37.384,-122.01912
37.38537,-122.02033
37.38141,-122.03103
37.37662855,-122.01728787
37.38669082,-122.02643195
37.38390569,-122.02319736
37.38063476,-122.0266229
37.38224,-122.01978
37.38151875,-122.02892112
37.38256,-122.03155
37.38544,-122.01977
37.37687725,-122.01822844
37.38008766,-122.03256901
37.38467476,-122.02258926
37.38696,-122.0298
37.38177,-122.03509
37.37635857,-122.01741356
37.3810881,-122.0250381
37.38518,-122.03038
37.38117,-122.03236
37.38321,-122.03122
37.3853474,-122.02204437
37.38253,-122.02925
37.37874002,-122.01740785
37.38238617,-122.0199543
37.38881,-122.0292
37.38496261,-122.02293302
37.38256,-122.03155
37.3807743,-122.02651004
37.38696,-122.0298
37.38752534,-122.02613566
37.38632428,-122.02827713
37.38382131,-122.0181935
37.3858819,-122.02757759
37.38209187,-122.02390849
37.38256,-122.03155
37.38696,-122.0298
37.38816,-122.0298
37.38696,-122.0298
37.37910569,-122.01748143
37.38167,-122.03512
37.3823,-122.03373
37.37548717,-122.01854389
37.38474,-122.01823
37.38684715,-122.0256729
37.38544,-122.01977
37.38077,-122.02916
37.38608,-122.02711
37.38412,-122.02872
37.38302855,-122.0187129
37.38516284,-122.02823527
37.38253,-122.02925
37.38696,-122.0298
37.3833643,-122.02285713
37.38529,-122.01923
37.37905465,-122.0291251
37.38215554,-122.0318786
37.38518,-122.03038
37.38542,-122.02818
37.3842,-122.01827
37.38696,-122.0298
37.38529,-122.01923
37.38321,-122.03122
37.38696,-122.0298
37.38087,-122.02367
37.38145,-122.02754
37.38385,-122.01833
37.37846949,-122.02854971
37.38208,-122.03092
37.38627977,-122.02120487
37.38431188,-122.02315136
37.38428524,-122.02767287
37.37969,-122.0282
37.37974785,-122.03059431
37.38216644,-122.01917642
37.38169,-122.03238
37.38671,-122.02223
37.38253,-122.02925
37.38318426,-122.02116565
37.38321,-122.03122
37.38388,-122.02151
37.38253,-122.02925
37.38478476,-122.02490093
37.38268,-122.02189
37.3788,-122.01657
37.37768716,-122.01900071
37.38696,-122.0298
37.38544,-122.01977
37.38152,-122.0287
37.38295857,-122.0194243
37.38696,-122.0298
37.38696,-122.0298
37.38385142,-122.02714135
37.38518,-122.03038
37.38158286,-122.02744431
37.38696,-122.0298
37.38696,-122.0298
37.38253,-122.02925
37.38541952,-122.02100119
37.38696,-122.0298
37.38321,-122.03122
37.38506,-122.01764
37.38696,-122.0298
37.37948,-122.03203
37.38654892,-122.02647752
37.38321,-122.03122
37.38543925,-122.01863497
37.38256,-122.03155
37.38622574,-122.02238523
37.38518,-122.03038
37.38388,-122.02379
37.38491,-122.01875
37.38696,-122.0298
37.38345045,-122.02105198
37.38253,-122.02925
37.38582715,-122.02802716
37.38256,-122.03155
37.38092,-122.03119
37.38321,-122.03122
37.38696,-122.0298
37.38321,-122.03122
37.38274478,-122.01834907
37.38210025,-122.03211471
37.38310642,-122.02403001
37.38081,-122.03068
37.38244701,-122.03194321
37.38544,-122.01977
37.38097133,-122.02348474
37.38586082,-122.0266466
37.38529,-122.01923
37.38253,-122.02925
37.38253,-122.02925
37.38529,-122.01923
37.38229996,-122.02787518
37.38253,-122.02925
37.38498,-122.0306
37.38369715,-122.02616999
37.38696,-122.0298
37.38253,-122.02925
37.37929,-122.02729
37.38026354,-122.02682479
37.38208,-122.03092
37.38253,-122.02925
37.37934112,-122.02906069
37.3815,-122.03171
37.38696,-122.0298
37.38830785,-122.02794785
37.38169,-122.03238
37.38132,-122.0306
37.38321,-122.03122
37.37548,-122.01854
37.38445,-122.01944
37.38752095,-122.02831859
37.38662213,-122.02439629
